Zaman,Dosya,Kural,Icerik
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:26:08.659854-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:26:08.659854-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:26:08.662450-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:26:08.662450-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:31:43.726218-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:31:43.726218-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:31:45.281228-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:31:45.281228-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:31:45.281664-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:31:45.281664-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:31:45.309090-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:31:45.309090-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:32:06.907765-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:32:06.907765-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:32:06.910709-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:32:06.910709-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:32:09.253849-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:32:09.253849-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:33:52.885887-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:33:52.885887-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:33:52.887801-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:33:52.887801-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:34:52.355611-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:34:52.355611-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:34:52.356169-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:34:52.356169-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:35:01.173386-05:00 kali CRON[142646]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:35:01.196569-05:00 kali CRON[142646]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:36:02.183434-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:36:02.183434-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:36:31.731944-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:36:31.731944-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:36:31.733952-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:36:31.733952-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:37:10.190384-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:37:10.190384-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:37:10.214050-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:37:10.214050-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:39:01.229481-05:00 kali CRON[144585]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:39:01.280976-05:00 kali CRON[144585]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:39:59.099750-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:39:59.099750-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:39:59.959654-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:39:59.959654-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:39:59.964512-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:39:59.964512-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:41:15.793012-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:41:15.793012-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:41:21.603055-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:41:21.603055-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:41:21.604743-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:41:21.604743-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:41:28.611946-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:41:28.611946-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:41:47.917122-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:41:47.917122-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:41:47.920135-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:41:47.920135-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:41:51.039152-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:41:51.039152-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:41:57.542711-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:41:57.542711-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:41:57.543883-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:41:57.543883-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:42:30.864132-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:42:30.864132-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:42:32.700200-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:42:32.700200-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:42:32.700821-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:42:32.700821-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:42:57.451604-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:42:57.451604-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:42:58.392590-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:42:58.392590-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:42:58.393066-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:42:58.393066-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:43:03.131391-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:43:03.131391-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:45:01.483112-05:00 kali CRON[147576]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:45:01.524672-05:00 kali CRON[147576]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:46:15.260602-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:46:15.260602-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:46:15.262472-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:46:15.262472-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:46:21.398626-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:46:21.398626-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:49:39.073144-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:49:39.073144-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:49:39.078723-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:49:39.078723-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,failed,2026-01-31T11:50:22.055478-05:00 kali unix_chkpwd[150013]: password check failed for user (root)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,password,2026-01-31T11:50:22.055478-05:00 kali unix_chkpwd[150013]: password check failed for user (root)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:50:22.055478-05:00 kali unix_chkpwd[150013]: password check failed for user (root)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,failure,2026-01-31T11:50:22.057017-05:00 kali su: pam_unix(su:auth): authentication failure; logname=drk uid=1000 euid=0 tty=/dev/pts/5 ruser=drk rhost=  user=root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:50:22.057017-05:00 kali su: pam_unix(su:auth): authentication failure; logname=drk uid=1000 euid=0 tty=/dev/pts/5 ruser=drk rhost=  user=root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,password,2026-01-31T11:50:22.057661-05:00 kali su: pam_winbind(su:auth): getting password (0x00000388)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,password,2026-01-31T11:50:22.058192-05:00 kali su: pam_winbind(su:auth): pam_get_item returned a password
Sat Jan 31 17:59:25 2026,/var/log/auth.log,failed,"2026-01-31T11:50:22.058257-05:00 kali su: pam_winbind(su:auth): request wbcLogonUser failed: WBC_ERR_WINBIND_NOT_AVAILABLE, PAM error: PAM_AUTHINFO_UNAVAIL (9)!"
Sat Jan 31 17:59:25 2026,/var/log/auth.log,error,"2026-01-31T11:50:22.058257-05:00 kali su: pam_winbind(su:auth): request wbcLogonUser failed: WBC_ERR_WINBIND_NOT_AVAILABLE, PAM error: PAM_AUTHINFO_UNAVAIL (9)!"
Sat Jan 31 17:59:25 2026,/var/log/auth.log,error,"2026-01-31T11:50:22.058477-05:00 kali su: pam_winbind(su:auth): internal module error (retval = PAM_AUTHINFO_UNAVAIL(9), user = 'root')"
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,"2026-01-31T11:50:22.058477-05:00 kali su: pam_winbind(su:auth): internal module error (retval = PAM_AUTHINFO_UNAVAIL(9), user = 'root')"
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:50:24.018676-05:00 kali su[150003]: FAILED SU (to root) drk on pts/5
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:55:22.211187-05:00 kali CRON[151703]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:55:22.211699-05:00 kali CRON[151703]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,failed,2026-01-31T11:57:42.234909-05:00 kali xfce4-screensaver-dialog: pam_unix(xfce4-screensaver:account): setuid failed: Operation not permitted
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:58:33.212524-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:58:33.212524-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:59:07.032921-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:59:07.032921-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:59:07.033681-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:59:07.033681-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:59:07.064841-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:59:07.064841-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:59:32.236167-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:59:32.236167-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T11:59:32.239363-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T11:59:32.239363-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T12:00:37.811057-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T12:00:37.811057-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T12:00:41.059668-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T12:00:41.059668-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T12:00:41.061317-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T12:00:41.061317-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T12:01:26.962543-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T12:01:26.962543-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T12:01:35.992091-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T12:01:35.992091-05:00 kali sudo:      drk : TTY=pts/0 ; PWD=/home/drk/Desktop/log2 ; USER=root ; COMMAND=./sanal_ortam/bin/python main.py
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T12:01:35.992332-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T12:01:35.992332-05:00 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by drk(uid=1000)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,failed,2026-01-31T12:01:49.137959-05:00 kali unix_chkpwd[154785]: password check failed for user (root)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,password,2026-01-31T12:01:49.137959-05:00 kali unix_chkpwd[154785]: password check failed for user (root)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T12:01:49.137959-05:00 kali unix_chkpwd[154785]: password check failed for user (root)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,failure,2026-01-31T12:01:49.161966-05:00 kali su: pam_unix(su:auth): authentication failure; logname=drk uid=1000 euid=0 tty=/dev/pts/5 ruser=drk rhost=  user=root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T12:01:49.161966-05:00 kali su: pam_unix(su:auth): authentication failure; logname=drk uid=1000 euid=0 tty=/dev/pts/5 ruser=drk rhost=  user=root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,password,2026-01-31T12:01:49.162661-05:00 kali su: pam_winbind(su:auth): getting password (0x00000388)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,password,2026-01-31T12:01:49.162792-05:00 kali su: pam_winbind(su:auth): pam_get_item returned a password
Sat Jan 31 17:59:25 2026,/var/log/auth.log,failed,"2026-01-31T12:01:49.162903-05:00 kali su: pam_winbind(su:auth): request wbcLogonUser failed: WBC_ERR_WINBIND_NOT_AVAILABLE, PAM error: PAM_AUTHINFO_UNAVAIL (9)!"
Sat Jan 31 17:59:25 2026,/var/log/auth.log,error,"2026-01-31T12:01:49.162903-05:00 kali su: pam_winbind(su:auth): request wbcLogonUser failed: WBC_ERR_WINBIND_NOT_AVAILABLE, PAM error: PAM_AUTHINFO_UNAVAIL (9)!"
Sat Jan 31 17:59:25 2026,/var/log/auth.log,error,"2026-01-31T12:01:49.162964-05:00 kali su: pam_winbind(su:auth): internal module error (retval = PAM_AUTHINFO_UNAVAIL(9), user = 'root')"
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,"2026-01-31T12:01:49.162964-05:00 kali su: pam_winbind(su:auth): internal module error (retval = PAM_AUTHINFO_UNAVAIL(9), user = 'root')"
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T12:01:51.095886-05:00 kali su[154783]: FAILED SU (to root) drk on pts/5
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T12:05:01.115900-05:00 kali CRON[156326]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T12:05:01.146458-05:00 kali CRON[156326]: pam_unix(cron:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,root,2026-01-31T12:05:01.442783-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
Sat Jan 31 17:59:25 2026,/var/log/auth.log,sudo,2026-01-31T12:05:01.442783-05:00 kali sudo: pam_unix(sudo:session): session closed for user root
